SPDES Permit Number,Outfall Number,CSO Identification Number,Facility Name,Facility Owner Name,Receiving Waterbody Name,Number of Permitted Outfalls,Discharge Activation Type,Number of Overflow Events,Timeframe of Overflow Events Information,Data as of,Link to Real-time Information,DEC Region,County,Latitude,Longtitude,Location 1,NYS Municipal Boundaries,New York Zip Codes,Counties
NY0035742,12,NY0035742-012,Chemung County-Elmira S.D. STP,Chemung County-Elmira Sewer District,Newtown Creek,11,Observation,0,2013,2015,,8,Chemung,42.1,-76.791667,"{'latitude': '42.1', 'longitude': '-76.791667'}",485,926,2036
NY0026204,63,NY0026204-063,NYCDEP - Newtown Creek WPCP,NYC DEP,East River,79,Monitoring,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Kings,40.709149,-73.98829,"{'latitude': '40.709149', 'longitude': '-73.98829'}",749,,2095
NY0025984,4,NY0025984-004,Watertown WPCP,City of Watertown,Black River,16,Monitoring,11,2013,2015,,6,Jefferson,43.988889,-75.926389,"{'latitude': '43.988889', 'longitude': '-75.926389'}",841,1466,2089
NY0031429,116,NY0031429-116,Utica CSO,City of Utica,Ballou Creek,47,Observation,26,May 2008 - April 2009,2015,,6,Oneida,43.083611,-75.233611,"{'latitude': '43.083611', 'longitude': '-75.233611'}",984,1464,625
NY0099309,22,NY0099309-022,Troy CSO,City of Troy,Hudson River,49,Model,21,5 year average,2015,,4,Rensselaer,42.743056,-73.686111,"{'latitude': '42.743056', 'longitude': '-73.686111'}",110,11,2138
NY0024406,7,NY0024406-007,Binghamton CSO,City of Binghamton,Susquehanna River,9,Monitoring,0,2013,2015,,7,Broome,42.092778,-75.912222,"{'latitude': '42.092778', 'longitude': '-75.912222'}",968,477,2033
NY0026204,17,NY0026204-017,NYCDEP - Newtown Creek WPCP,NYC DEP,East River,79,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Kings,40.748024,-73.96782,"{'latitude': '40.748024', 'longitude': '-73.96782'}",749,740,2095
NY0029831,12,NY0029831-012,Ogdensburg WWTP,City of Ogdensburg,St. Lawrence River,16,Observation,0,2013,2015,,6,St. Lawrence,44.695556,-75.497778,"{'latitude': '44.695556', 'longitude': '-75.497778'}",318,1591,2140
NY0026247,48,NY0026247-048,NYCDEP - North River WPCF,NYC DEP,Hudson River,52,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,New York,40.762219,-74.001839,"{'latitude': '40.762219', 'longitude': '-74.001839'}",749,,2095
NY0026204,21,NY0026204-021,NYCDEP - Newtown Creek WPCP,NYC DEP,East River,79,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Kings,40.738881,-73.952671,"{'latitude': '40.738881', 'longitude': '-73.952671'}",894,901,2137
NY0026310,12,NY0026310-012,Newburgh WPCP,City of Newburgh,Hudson River,13,Monitoring,34,2013,2015,,3,Orange,41.513611,-74.006389,"{'latitude': '41.513611', 'longitude': '-74.006389'}",891,987,2134
NY0026158,30,NY0026158-030,NYCDEP - Bowery Bay WPCP,NYC DEP,East River,44,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Queens,40.771194,-73.934921,"{'latitude': '40.771194', 'longitude': '-73.934921'}",196,874,2095
NY0031429,1,NY0031429-001,Utica CSO,City of Utica,Ballou Creek,47,Observation,2,May 2008 - April 2009,2015,,6,Oneida,43.088333,-75.212222,"{'latitude': '43.088333', 'longitude': '-75.212222'}",984,1464,625
NY0026247,20,NY0026247-020,NYCDEP - North River WPCF,NYC DEP,Hudson River,52,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,New York,40.738236,-74.011078,"{'latitude': '40.738236', 'longitude': '-74.011078'}",749,,2095
NY0026247,3,NY0026247-003,NYCDEP - North River WPCF,NYC DEP,Hudson River,52,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,New York,40.836736,-73.949308,"{'latitude': '40.836736', 'longitude': '-73.949308'}",749,791,2095
NY0026131,30,NY0026131-030,NYCDEP - Wards Island WPCP,NYC DEP,East River,74,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,New York,40.795985,-73.929224,"{'latitude': '40.795985', 'longitude': '-73.929224'}",749,,2095
NY0026107,6,NY0026107-006,NYCDEP - Port Richmond WPCF,NYC DEP,Kill Van Kull,36,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Richmond,40.64536,-74.098394,"{'latitude': '40.64536', 'longitude': '-74.098394'}",585,604,2139
NY0026107,11,NY0026107-011,NYCDEP - Port Richmond WPCF,NYC DEP,Upper New York Bay,36,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Richmond,40.646928,-74.076596,"{'latitude': '40.646928', 'longitude': '-74.076596'}",585,604,
NY0026107,30,NY0026107-030,NYCDEP - Port Richmond WPCF,NYC DEP,Upper New York Bay,36,Monitoring,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Richmond,40.617956,-74.065699,"{'latitude': '40.617956', 'longitude': '-74.065699'}",585,608,2139
NY0026115,003A,NY0026115-003A,NYCDEP - Jamaica WPCP,NYC DEP,Bergen Basin,6,Monitoring,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Queens,40.662104,-73.818507,"{'latitude': '40.662104', 'longitude': '-73.818507'}",196,1215,2137
NY0031046,16,NY0031046-016,Cohoes CSO,City of Cohoes,Mohawk River,16,Model,3,5 year average,2015,,4,Albany,42.766111,-73.695,"{'latitude': '42.766111', 'longitude': '-73.695'}",835,1176,2030
NY0035742,1,NY0035742-001,Chemung County-Elmira S.D. STP,Chemung County-Elmira Sewer District,Chemung River,11,Observation,No Data,No Data,2015,,8,Chemung,42.063611,-76.778056,"{'latitude': '42.063611', 'longitude': '-76.778056'}",477,928,2036
NY0028410,33,NY0028410-033,Bird Island WWTF,Buffalo Sewer Authority,Buffalo River,52,Model,9,Average year,2015,,9,Erie,42.863333,-78.825833,"{'latitude': '42.863333', 'longitude': '-78.825833'}",300,66,2041
NY0028410,31,NY0028410-031,Bird Island WWTF,Buffalo Sewer Authority,Cazevonia Creek,52,Observation,No Data,No Data,2015,,9,Erie,42.860278,-78.824722,"{'latitude': '42.860278', 'longitude': '-78.824722'}",300,66,2041
NY0035742,11,NY0035742-011,Chemung County-Elmira S.D. STP,Chemung County-Elmira Sewer District,Chemung River,11,Observation,13,2013,2015,,8,Chemung,42.081667,-76.780833,"{'latitude': '42.081667', 'longitude': '-76.780833'}",485,928,2036
NY0027073,20,NY0027073-020,NYCDEP - Red Hook WPCP,NYC DEP,Buttermilk Street,32,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Kings,40.686844,-74.006387,"{'latitude': '40.686844', 'longitude': '-74.006387'}",894,880,2090
NY0031429,108,NY0031429-108,Utica CSO,City of Utica,Mohawk River,47,Observation,6,May 2008 - April 2009,2015,,6,Oneida,43.106389,-75.237778,"{'latitude': '43.106389', 'longitude': '-75.237778'}",984,1465,625
NY0021873,008A,NY0021873-008A,Medina WWTP,Village of Medina,Oak Orchard Creek,13,Observation,Average of <4 overflows annually,No Data,2015,,8,Orleans,43.226111,-78.388056,"{'latitude': '43.226111', 'longitude': '-78.388056'}",500,934,626
NY0026247,16,NY0026247-016,NYCDEP - North River WPCF,NYC DEP,Harlem River,52,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,New York,40.860726,-73.91796,"{'latitude': '40.860726', 'longitude': '-73.91796'}",749,,2095
NY0026204,28,NY0026204-028,NYCDEP - Newtown Creek WPCP,NYC DEP,East River,79,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Kings,40.714885,-73.975015,"{'latitude': '40.714885', 'longitude': '-73.975015'}",749,,2095
NY0033031,4,NY0033031-004,Green Island CSO,Village of Green Island,Hudson River,3,Model,12,5 year average,2015,,4,Albany,42.734444,-73.696111,"{'latitude': '42.734444', 'longitude': '-73.696111'}",833,13,2030
NY0027081,41,NY0027081-041,Syracuse Metro WWTP,Onondaga County Dept. of Drainaage and Sanitation,Onondaga Creek,62,Model,http://cso.savetherain.us/,"Predictive model based on rainfall, see website",2015,,7,Onondaga,43.034167,-76.155278,"{'latitude': '43.034167', 'longitude': '-76.155278'}",687,711,2132
NY0027081,17,NY0027081-017,Syracuse Metro WWTP,Onondaga County Dept. of Drainaage and Sanitation,Harbor Brook,62,Model,http://cso.savetherain.us/,"Predictive model based on rainfall, see website",2015,,7,Onondaga,43.036667,-76.179722,"{'latitude': '43.036667', 'longitude': '-76.179722'}",687,713,2132
NY0027081,068 (PSO),NY0027081-068 (PSO),Syracuse Metro WWTP,Onondaga County Dept. of Drainaage and Sanitation,Onondaga Lake,62,Model,http://cso.savetherain.us/,"Predictive model based on rainfall, see website",2015,,7,Onondaga,43.069444,-76.193889,"{'latitude': '43.069444', 'longitude': '-76.193889'}",699,,2132
NY0026689,28,NY0026689-028,Yonkers Joint WWTP,Westchester County Department of Environmental Facilities,Hudson River,4,Observation,No Data,No Data,2015,,3,Westchester,41.08,-73.870833,"{'latitude': '41.08', 'longitude': '-73.870833'}",963,,2185
NY0026221,32,NY0026221-032,NYCDEP - Rockaway WWTP,NYC DEP,Jamaica Bay,10,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Queens,40.586936,-73.821177,"{'latitude': '40.586936', 'longitude': '-73.821177'}",196,1030,2137
NY0026247,38,NY0026247-038,NYCDEP - North River WPCF,NYC DEP,Hudson River,52,Monitoring,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,New York,40.786617,-73.984609,"{'latitude': '40.786617', 'longitude': '-73.984609'}",749,751,2095
NY0029939,4,NY0029939-004,Tupper Lake WPCP,Village of Tupper Lake,Raquette Pond,2,Observation,No Data,2013,2015,,5,Franklin,44.228333,-74.484722,"{'latitude': '44.228333', 'longitude': '-74.484722'}",178,305,621
NY0029831,6,NY0029831-006,Ogdensburg WWTP,City of Ogdensburg,Oswegatchie River,16,Observation,0,2013,2015,,6,St. Lawrence,44.686667,-75.490833,"{'latitude': '44.686667', 'longitude': '-75.490833'}",318,1591,2140
NY0026221,33,NY0026221-033,NYCDEP - Rockaway WWTP,NYC DEP,Beach Channel,10,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Queens,40.584879,-73.828536,"{'latitude': '40.584879', 'longitude': '-73.828536'}",196,1030,2137
NY0026204,76,NY0026204-076,NYCDEP - Newtown Creek WPCP,NYC DEP,Hudson River,79,Monitoring,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Kings,40.729891,-74.011222,"{'latitude': '40.729891', 'longitude': '-74.011222'}",749,738,2095
NY0026204,48,NY0026204-048,NYCDEP - Newtown Creek WPCP,NYC DEP,East River,79,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Kings,40.733067,-73.9736,"{'latitude': '40.733067', 'longitude': '-73.9736'}",749,,2095
NY0026247,13,NY0026247-013,NYCDEP - North River WPCF,NYC DEP,Harlem River,52,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,New York,40.862435,-73.916181,"{'latitude': '40.862435', 'longitude': '-73.916181'}",749,,2095
NY0026204,47,NY0026204-047,NYCDEP - Newtown Creek WPCP,NYC DEP,East River,79,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Kings,40.735177,-73.974415,"{'latitude': '40.735177', 'longitude': '-73.974415'}",749,734,2095
NY0026239,7,NY0026239-007,NYCDEP - Tallmans Island WPCP,NYC DEP,Alley Creek,22,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Queens,40.763016,-73.751822,"{'latitude': '40.763016', 'longitude': '-73.751822'}",196,832,2137
NY0027081,52,NY0027081-052,Syracuse Metro WWTP,Onondaga County Dept. of Drainaage and Sanitation,Onondaga Creek,62,Model,http://cso.savetherain.us/,"Predictive model based on rainfall, see website",2015,,7,Onondaga,43.020833,-76.155833,"{'latitude': '43.020833', 'longitude': '-76.155833'}",687,725,2132
NY0025984,12,NY0025984-012,Watertown WPCP,City of Watertown,Black River,16,Monitoring,0,2013,2015,,6,Jefferson,43.976944,-75.91,"{'latitude': '43.976944', 'longitude': '-75.91'}",841,1466,2089
NY0026166,6,NY0026166-006,NYCDEP - Owls Head WPCP,NYC DEP,Gowanus Canal,16,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Kings,40.667487,-74.000313,"{'latitude': '40.667487', 'longitude': '-74.000313'}",894,815,2090
NY0027073,24,NY0027073-024,NYCDEP - Red Hook WPCP,NYC DEP,Atlantic Basin,32,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Kings,40.681319,-74.01197,"{'latitude': '40.681319', 'longitude': '-74.01197'}",894,814,2090
NY0025984,19,NY0025984-019,Watertown WPCP,City of Watertown,Black River,16,Monitoring,0,2013,2015,,6,Jefferson,43.979167,-75.896667,"{'latitude': '43.979167', 'longitude': '-75.896667'}",841,1466,2089
NY0026247,41,NY0026247-041,NYCDEP - North River WPCF,NYC DEP,Hudson River,52,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,New York,40.804768,-73.971967,"{'latitude': '40.804768', 'longitude': '-73.971967'}",749,,2095
NY0099309,8,NY0099309-008,Troy CSO,City of Troy,Hudson River,49,Model,52,5 year average,2015,,4,Rensselaer,42.778611,-73.677222,"{'latitude': '42.778611', 'longitude': '-73.677222'}",110,12,2138
NY0026131,46,NY0026131-046,NYCDEP - Wards Island WPCP,NYC DEP,Harlem River,74,Monitoring,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,New York,40.824793,-73.934319,"{'latitude': '40.824793', 'longitude': '-73.934319'}",749,,2095
NY0029114,4,NY0029114-004,"City of Oswego, East Side STP",City of Oswego,Lake Ontario,6,Model,No Data,No Data,2015,,7,Oswego,43.470556,-76.502778,"{'latitude': '43.470556', 'longitude': '-76.502778'}",240,667,2135
NY0025984,6,NY0025984-006,Watertown WPCP,City of Watertown,Black River,16,Monitoring,0,2013,2015,,6,Jefferson,43.980556,-75.922778,"{'latitude': '43.980556', 'longitude': '-75.922778'}",841,1466,2089
NY0029831,15,NY0029831-015,Ogdensburg WWTP,City of Ogdensburg,Oswegatchie River,16,Observation,0,2013,2015,,6,St. Lawrence,44.690278,-75.492778,"{'latitude': '44.690278', 'longitude': '-75.492778'}",318,1591,2140
NY0026247,12,NY0026247-012,NYCDEP - North River WPCF,NYC DEP,Harlem River,52,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,New York,40.862941,-73.915653,"{'latitude': '40.862941', 'longitude': '-73.915653'}",749,,2095
NY0099309,42,NY0099309-042,Troy CSO,City of Troy,Hudson River,49,Model,30,5 year average,2015,,4,Rensselaer,42.713056,-73.701389,"{'latitude': '42.713056', 'longitude': '-73.701389'}",110,11,2030
NY0026689,2,NY0026689-002,Yonkers Joint WWTP,Westchester County Department of Environmental Facilities,Hudson River,4,Observation,No Data,No Data,2015,,3,Westchester,40.915,-73.911111,"{'latitude': '40.915', 'longitude': '-73.911111'}",307,,2032
NY0031046,1,NY0031046-001,Cohoes CSO,City of Cohoes,Mohawk River,16,Model,61,5 year average,2015,,4,Albany,42.77,-73.694444,"{'latitude': '42.77', 'longitude': '-73.694444'}",835,1176,2030
NY0027081,42,NY0027081-042,Syracuse Metro WWTP,Onondaga County Dept. of Drainaage and Sanitation,Onondaga Creek,62,Model,http://cso.savetherain.us/,"Predictive model based on rainfall, see website",2015,,7,Onondaga,43.033056,-76.158056,"{'latitude': '43.033056', 'longitude': '-76.158056'}",687,725,2132
NY0031429,77,NY0031429-077,Utica CSO,City of Utica,Mohawk River,47,Monitoring,No Data,May 2008 - April 2009,2015,,6,Oneida,43.101667,-75.205556,"{'latitude': '43.101667', 'longitude': '-75.205556'}",984,1465,625
NY0028410,23,NY0028410-023,Bird Island WWTF,Buffalo Sewer Authority,Buffalo River,52,Observation,No Data,No Data,2015,,9,Erie,42.866944,-78.868056,"{'latitude': '42.866944', 'longitude': '-78.868056'}",300,34,2041
NY0026247,21,NY0026247-021,NYCDEP - North River WPCF,NYC DEP,Hudson River,52,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,New York,40.739215,-74.011388,"{'latitude': '40.739215', 'longitude': '-74.011388'}",749,,2095
NY0027073,8,NY0027073-008,NYCDEP - Red Hook WPCP,NYC DEP,East River,32,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Kings,40.704914,-73.989718,"{'latitude': '40.704914', 'longitude': '-73.989718'}",894,880,2095
NY0026247,34,NY0026247-034,NYCDEP - North River WPCF,NYC DEP,Hudson River,52,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,New York,40.768585,-74.001342,"{'latitude': '40.768585', 'longitude': '-74.001342'}",749,,2095
